City_ID,City,Country,Current Description,Max Temp,Lat,Lng,Hotel Name
332,Arucas,ES,few clouds,80.6,28.12,-15.52,Hotel Melva Suite
333,Constitucion,CL,overcast clouds,50.41,-35.33,-72.42,Hotel Boutique Las Azucenas
334,Zhaodong,CN,overcast clouds,68.0,46.08,125.98,Fuhe Hotel
335,Bayangol,RU,overcast clouds,55.11,50.7,103.47,
336,Den Helder,NL,broken clouds,63.0,52.96,4.76,Hotel Den Helder
337,Matara,LK,overcast clouds,80.2,5.95,80.54,Amaloh Boutique Resort
338,Sao Miguel Do Araguaia,BR,broken clouds,87.03,-13.28,-50.16,Hotel Executivo Palace
339,Kill,IE,scattered clouds,61.0,52.18,-7.33,Copperfield House B&B
340,Kitgum,UG,moderate rain,76.14,3.28,32.89,Jaflo Gardens Hotel
341,Keffi,NG,broken clouds,82.4,8.85,7.87,Imam Family
342,Wuxi,CN,light rain,80.01,31.57,120.29,Hotel Nikko Wuxi
343,Samarai,PG,light rain,77.72,-10.62,150.67,Nuli Sapi
344,Lovington,US,clear sky,89.01,32.94,-103.35,Buena vida rv parks
345,Hamilton,US,clear sky,84.0,39.18,-84.53,Six Acres Bed & Breakfast
346,Calasgasan,PH,moderate rain,79.75,14.08,122.93,Zams Garden Resort
347,Esperance,AU,few clouds,46.4,-33.87,121.9,Hospitality Esperance
348,Fortuna,US,overcast clouds,57.99,40.6,-124.16,Super 8 by Wyndham Fortuna
349,Tezu,IN,heavy intensity rain,75.65,27.92,96.17,Circuit House
350,Upernavik,GL,clear sky,41.65,72.79,-56.15,Gina's Guesthouse - Upernavik
351,Willowmore,ZA,few clouds,45.45,-33.29,23.49,Jumper's Place
352,Rafaela,AR,few clouds,59.0,-31.25,-61.49,Parra Hotel & Suites
353,Travesia,HN,broken clouds,87.8,15.87,-87.9,Palace Inn Hotel
354,Mecca,SA,clear sky,99.81,21.43,39.83,Hotel Fairmont Makkah Clock Royal Tower
355,Kavaratti,IN,moderate rain,81.14,10.57,72.64,Bismillah Hotel And Lodging
356,Nara,JP,light rain,78.01,34.69,135.8,Guesthouse Nara Komachi
357,Gavle,SE,scattered clouds,73.0,60.67,17.14,Scandic CH
358,Ushibuka,JP,light rain,76.59,32.19,130.02,Hotei
359,Katsuura,JP,broken clouds,79.0,35.13,140.3,Katsuura Hotel Mikazuki
360,Acapulco,MX,overcast clouds,80.6,16.86,-99.89,HS Hotsson Smart Acapulco
361,Riverton,US,clear sky,78.8,40.52,-111.94,Ramada by Wyndham Draper
362,Sur,OM,scattered clouds,89.37,22.57,59.53,Sur Plaza Hotel
363,Sibolga,ID,light rain,78.35,1.74,98.78,Hotel Syariah CN Darussalam
364,Zhicheng,CN,light rain,75.99,30.3,111.5,Wangjiang Building
365,Port-Gentil,GA,overcast clouds,78.8,-0.72,8.78,Fengshui Residence
366,Bani Walid,LY,clear sky,98.91,31.76,13.99,منزل الصابر أبوفانة
367,Ugoofaaru,MV,light rain,83.64,5.67,73.0,Ungoofaaru Inn
368,Nabire,ID,moderate rain,76.86,-3.37,135.48,Hotel Nusantara Nabire
369,Vao,NC,light rain,69.04,-22.67,167.48,Hotel Kou-Bugny
370,Portland,US,few clouds,64.0,45.52,-122.68,Portland Marriott City Center
371,Tura,IN,light rain,74.91,25.52,90.22,Hotel RIKMAN Continental
372,Riihimaki,FI,scattered clouds,59.0,60.74,24.78,Hotel Seurahuone
373,Yazman,PK,few clouds,108.88,29.12,71.74,Jamal sons showroom
374,Yabelo,ET,broken clouds,71.64,4.88,38.08,Asnakech W/michael
375,Haines Junction,CA,overcast clouds,49.78,60.75,-137.51,Parkside Inn
376,Belmonte,BR,few clouds,78.8,-15.86,-38.88,Pousada Monte Carmelo O Pão
377,Huainan,CN,light rain,75.76,32.63,117.0,GME Huainan Tianjiaan District Chaoyang East Road Hotel
378,Vanimo,PG,moderate rain,78.53,-2.67,141.3,Vahmoneh Lodge Vanimo
379,Vila Velha,BR,few clouds,77.0,-20.33,-40.29,Hotel Vitória Palace
380,Lagoa,PT,few clouds,69.28,39.05,-27.98,Casa Das Faias
381,Quang Ngai,VN,overcast clouds,79.29,15.12,108.8,Central Hotel
382,Raton,US,clear sky,82.4,36.9,-104.44,Holiday Inn Express & Suites Raton
383,Hofn,IS,overcast clouds,51.33,64.25,-15.21,Hótel Höfn
384,Baoshan,CN,few clouds,61.93,46.56,131.42,Kelaixiang Restaurant
385,Dong Hoi,VN,overcast clouds,83.73,17.48,106.6,Nam Long Hotel
386,Sencha,UA,clear sky,80.13,50.25,33.35,
387,Alofi,NU,scattered clouds,73.4,-19.06,-169.92,Taloa Heights
388,Prince Rupert,CA,overcast clouds,53.6,54.32,-130.32,Crest Hotel
389,Antofagasta,CL,scattered clouds,59.0,-23.65,-70.4,Hotel Terrado Suites Antofagasta
390,Chegem,RU,broken clouds,86.0,43.28,43.13,Bulungu
391,Mabaruma,GY,moderate rain,83.52,8.2,-59.78,
392,Morehead,US,clear sky,82.4,37.27,-87.18,CCI Express Inn
393,Kavieng,PG,overcast clouds,82.09,-2.57,150.8,Nusa Island Retreat
394,Ixtapa,MX,clear sky,84.2,20.7,-105.2,Container Inn Puerto Vallarta
395,Riom,FR,clear sky,75.2,45.92,2.92,Les cabanes du bois basalte
396,Nuuk,GL,scattered clouds,55.4,64.18,-51.72,Vandrehuset
397,Salalah,OM,drizzle,80.6,17.02,54.09,HAMDAN PLAZA HOTEL
398,Vila Do Maio,CV,few clouds,86.0,15.13,-23.22,Residence 'I Delfini'
399,Fakse Ladeplads,DK,scattered clouds,64.0,55.22,12.17,Casa Betula Bed & Breakfast
400,Puerto Madero,MX,broken clouds,82.4,14.72,-92.42,Hotel Perla del Pacífico
401,Saint George,US,clear sky,88.0,37.1,-113.58,Best Western Plus Abbey Inn
402,Isoka,ZM,clear sky,76.23,-10.16,32.63,Musanchi Guest House
403,Makaryev,RU,scattered clouds,72.88,57.88,43.81,Postoyalyy Dvor
404,Huron,US,scattered clouds,75.99,41.15,-82.55,Indian Creek Campground
405,Maragogi,BR,light rain,78.44,-9.01,-35.22,Salinas do Maragogi All Inclusive Resort
406,Presidencia Roque Saenz Pena,AR,overcast clouds,67.32,-26.79,-60.44,Hotel Aconcagua
407,Bloemfontein,ZA,scattered clouds,48.2,-29.12,26.21,Protea Hotel by Marriott Bloemfontein
408,Mayo,US,clear sky,86.0,38.89,-76.51,Resorts Resource Group International
409,Windhoek,,clear sky,68.0,-22.56,17.08,Hotel Uhland
410,Anton Lizardo,MX,overcast clouds,81.0,19.05,-95.98,Hotel CocoAventura
411,Kimbe,PG,overcast clouds,75.16,-5.55,150.14,Kimbe Bay Hotel
412,Harbour Breton,CA,scattered clouds,58.86,47.48,-55.8,Southern Port Hotel
413,Superior,US,clear sky,77.0,46.72,-92.1,Holiday Inn Express & Suites Superior - Duluth Area
414,Ansalta,RU,light rain,66.88,42.69,46.12,
415,Faya,SA,scattered clouds,86.0,18.39,42.45,مقبرة ال مجمل
416,Edson,CA,clear sky,59.0,53.58,-116.44,Holiday Inn Express & Suites Edson
417,Mana,GF,light rain,84.87,5.66,-53.78,LE SAMANA
418,Abu Dhabi,AE,overcast clouds,102.2,24.47,54.37,Beach Rotana
419,Eldorado,BR,overcast clouds,67.01,-23.79,-54.28,Villa Verde Hotel
420,Asfi,MA,clear sky,77.4,32.3,-9.24,Hôtel Abda
421,Leh,IN,clear sky,65.48,34.17,77.58,Hotel Ladakh Greens
422,Hami,CN,broken clouds,83.14,42.8,93.45,Laoyutang Resort
423,Luocheng,CN,light rain,73.06,29.38,104.03,Luocheng Hotel
424,Yokadouma,CM,light rain,80.73,3.52,15.05,Hôtel De Ville De Yokadouma
425,Naantali,FI,shower rain,59.0,60.47,22.02,Naantali Spa Hotel & Resort
426,Dolores,AR,broken clouds,48.25,-36.31,-57.68,Apart Hotel - Arianos
427,Fairbanks,US,clear sky,53.01,64.84,-147.72,Westmark Fairbanks Hotel & Conference Center
428,Namatanai,PG,few clouds,79.56,-3.67,152.43,Namatanai Hotel
429,Hohhot,CN,light rain,62.6,40.81,111.65,Sheraton Hohhot Hotel
430,Pimenteiras,BR,clear sky,89.58,-6.25,-41.42,Hotel Central
431,Wairoa,NZ,overcast clouds,39.0,-39.03,177.37,Wairoa Motel
432,Toora-Khem,RU,broken clouds,57.85,52.47,96.11,
433,Nemuro,JP,overcast clouds,57.07,43.32,145.57,Hotel Nemuro Kaiyoutei
434,Katangli,RU,overcast clouds,49.86,51.71,143.23,
435,Dunedin,NZ,overcast clouds,50.0,-45.87,170.5,Scenic Hotel Southern Cross
436,Chapais,CA,broken clouds,75.2,49.78,-74.85,Hôtel Opémiska
437,Labuhan,ID,broken clouds,77.56,-6.88,112.21,bador sepret
438,Santa Rosa,PH,scattered clouds,82.4,14.31,121.11,Amethyst Econotel
439,Nosy Varika,MG,clear sky,70.68,-20.58,48.53,Hotel Volazara
440,Hokitika,NZ,light rain,53.01,-42.72,170.97,Beachfront Hotel Hokitika
441,Kieta,PG,overcast clouds,78.67,-6.22,155.63,
442,Canto Do Buriti,BR,clear sky,88.23,-8.11,-42.94,Novo Hotel
443,Nyrob,RU,few clouds,71.53,60.73,56.72,Gostinitsa
444,Balaguer,ES,clear sky,90.0,41.79,0.81,Hotel Balaguer
445,Malpe,IN,broken clouds,78.8,13.35,74.72,Hotel Sri Krishna Residency
446,Vaitape,PF,scattered clouds,78.42,-16.52,-151.75,Hotel Maitai Polynesia
447,Geraldton,AU,clear sky,51.8,-28.77,114.6,Broadwater Mariner Resort
448,Hirara,JP,clear sky,84.97,24.8,125.28,Hotel Atoll Emerald Miyakojima
449,Sangmelima,CM,moderate rain,75.83,2.93,11.98,gamestar hotel
450,Posyet,RU,overcast clouds,60.69,42.65,130.8,"Baza Otdykha ""Lazurnaya Gavan'"""
451,Shelburne,CA,few clouds,73.4,44.08,-80.2,The Retreat at the Farm
452,Crixas,BR,broken clouds,87.73,-14.55,-49.97,RISO HOTEL
453,Qaqortoq,GL,broken clouds,55.4,60.72,-46.03,Hotel Qaqortoq
454,Siguiri,GN,light rain,88.29,11.67,-9.5,
455,Roma,US,overcast clouds,80.01,43.21,-75.46,Wingate By Wyndham Rome
456,Bathsheba,BB,scattered clouds,87.8,13.22,-59.52,Atlantis Hotel
457,Porto Belo,BR,few clouds,72.0,-27.16,-48.55,Costa Verde Beach Hotel
458,Pastavy,BY,scattered clouds,65.73,55.12,26.83,"Общежитие УО ""Поставский государственный колледж"""
459,Rocha,UY,clear sky,49.24,-34.48,-54.33,Beleza Pura B&B
460,Devin,BG,clear sky,86.0,41.74,24.4,"СПА Хотел ""Персенк"""
461,Novaci,RO,clear sky,77.41,45.18,23.67,Casa de vacanta Madalina
462,Salekhard,RU,moderate rain,59.85,66.53,66.6,Hotel 89
463,Rochegda,RU,light rain,57.04,62.8,43.25,
464,Sirjan,IR,clear sky,86.47,29.45,55.68,هتل عطرسیب سیرجان
465,Sabha,LY,few clouds,100.53,27.04,14.43,محطة ام الارانب -سبها مواصلات
466,Golden,US,few clouds,75.99,39.76,-105.22,"The Golden Hotel, Ascend Hotel Collection"
467,Yulara,AU,clear sky,41.0,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
468,Abha,SA,scattered clouds,86.0,18.22,42.51,Abha Hotel
469,Kurchum,KZ,overcast clouds,66.85,48.57,83.65,
470,Cayenne,GF,broken clouds,87.8,4.93,-52.33,Hôtel Le Dronmi
471,Karur,IN,light rain,83.8,10.95,78.08,Hotel Valluvar
472,Tupik,RU,broken clouds,66.27,54.43,119.93,Guest House Orkhideya
473,Araguaina,BR,few clouds,89.98,-7.19,-48.21,Hotel São Vicente
474,Tiznit,MA,clear sky,93.96,29.58,-9.5,
475,Korhogo,CI,light rain,82.31,9.45,-5.63,Hotel Le Recul
476,Uaua,BR,broken clouds,79.97,-9.84,-39.48,Hotel Uauá
477,Mandapam,IN,overcast clouds,83.43,9.28,79.12,Indian coast Guard New CGRA
478,Poum,NC,clear sky,70.95,-20.23,164.02,Gîte kajeon
479,Morant Bay,JM,few clouds,89.6,17.88,-76.41,Whispering Bamboo Cove Resort
480,Goderich,CA,light rain,70.0,43.75,-81.72,Harmony Inn
481,Kirkuk,IQ,few clouds,106.0,35.47,44.39,فندق التأميم
482,Verkhnevilyuysk,RU,few clouds,73.4,63.45,120.32,Gostinitsa Mila
483,Oistins,BB,scattered clouds,87.8,13.07,-59.53,Butterfly Beach Hotel
484,Hovd,MN,overcast clouds,72.19,48.01,91.64,Hotel Khovd
485,Wajir,KE,few clouds,93.2,1.75,40.06,Al- Amin lodge
486,Mogzon,RU,light rain,59.79,51.74,111.96,
487,Awbari,LY,clear sky,100.65,26.59,12.78,فندق أوباري
488,Kidal,ML,few clouds,102.18,18.44,1.41,
489,Coahuayana,MX,broken clouds,78.8,18.73,-103.68,Hotel Los Arcos
490,Ayagoz,KZ,broken clouds,64.22,47.97,80.44,Gostinitsa Nur
491,Saint-Augustin,CA,overcast clouds,68.65,51.23,-58.65,
492,Salou,ES,clear sky,84.2,41.08,1.14,Santa Monica Playa
493,Fakel,RU,clear sky,70.05,57.63,53.03,
494,Maniitsoq,GL,few clouds,44.46,65.42,-52.9,Hotel Heilmann Lyberth
495,Olinda,BR,broken clouds,82.4,-8.01,-34.86,Hotel 5 Sóis
496,Kedougou,SN,moderate rain,89.92,12.56,-12.17,Relais de Kédougou
497,Bogatoye,RU,few clouds,76.6,53.06,51.33,
498,Fort Nelson,CA,broken clouds,57.2,58.81,-122.7,The Fort Nelson Hotel
499,Mpika,ZM,clear sky,74.7,-11.83,31.45,Melodies Lodge
500,Ust-Barguzin,RU,broken clouds,60.73,53.45,108.98,Chivurkiyskaya Skazka
501,Athabasca,CA,scattered clouds,63.75,54.72,-113.29,Athabasca Lodge Motel
502,San Patricio,MX,broken clouds,86.0,19.22,-104.7,Hotel Cabo Blanco
503,Yeppoon,AU,scattered clouds,57.2,-23.13,150.73,Villa Mar Colina
504,Mponela,MW,broken clouds,71.6,-13.53,33.74,Ram's Executive Lodge
505,Araouane,ML,scattered clouds,99.95,18.9,-3.53,
506,Camana,PE,broken clouds,62.92,-16.62,-72.71,Hostal Morales
507,Lai,TD,light rain,81.07,9.4,16.3,
508,Okhotsk,RU,scattered clouds,49.91,59.38,143.3,
509,Sabya,SA,few clouds,95.0,17.15,42.63,Aseel Hotel Apartment
510,Khandyga,RU,broken clouds,61.72,62.67,135.6,Apel'sin
511,Caceres,ES,clear sky,100.0,39.52,-6.37,Ahc Hoteles
512,La Ronge,CA,broken clouds,62.6,55.1,-105.28,Northland Motor Hotel
513,Wuxue,CN,overcast clouds,81.41,29.85,115.55,Wuxue Station Hostel
514,Port Lincoln,AU,light rain,52.88,-34.73,135.87,Port Lincoln Hotel
515,Tessalit,ML,overcast clouds,102.9,20.2,1.01,
516,Chara,RU,clear sky,66.49,56.91,118.26,
517,Lucapa,AO,clear sky,93.79,-8.42,20.74,Residência Ulisses Dos Santos
518,Sharan,RU,broken clouds,72.48,54.82,54.0,
519,Mitsamiouli,KM,scattered clouds,82.4,-11.38,43.28,Foyer ADM
520,Melilla,ES,broken clouds,82.4,35.29,-2.94,Hôtel Anfora
521,Moshkovo,RU,clear sky,64.4,55.31,83.61,Rubin
522,Jati,PK,broken clouds,85.91,24.35,68.27,
523,Bulgan,MN,broken clouds,59.27,48.81,103.53,Bulgan Hotel
524,Kabalo,CD,broken clouds,90.91,-6.05,26.92,
525,Katete,UG,scattered clouds,79.75,-0.78,29.75,
526,Merauke,ID,overcast clouds,77.29,-8.47,140.33,
527,Lipari,IT,clear sky,84.0,38.47,14.95,Hotel Villa Augustus
528,Porto Santo,PT,scattered clouds,71.6,33.07,-16.34,Hotel Porto Santo & Spa
529,Montepuez,MZ,clear sky,75.36,-13.13,39.0,RESIDÊNCIAL LANCHONETE
530,Vestmannaeyjar,IS,overcast clouds,53.6,63.44,-20.27,Glamping & Camping
531,Kazachinskoye,RU,few clouds,58.8,57.7,93.28,"Gostinitsa ""Tk Telemaks"""
532,Byron Bay,AU,overcast clouds,64.4,-28.65,153.62,Backpackers Inn on the Beach
533,College,US,broken clouds,53.01,64.86,-147.8,Pike's Waterfront Lodge
534,Yugorsk,RU,few clouds,74.25,61.31,63.33,Arkobaleno Mini-hotel
535,Port Blair,IN,light rain,82.71,11.67,92.75,Hotel Sentinel
536,Grand Gaube,MU,light rain,72.0,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
537,Halvad,IN,overcast clouds,88.2,23.02,71.18,Pop ciling
538,Necochea,AR,few clouds,45.0,-38.55,-58.74,dyd -mar Hotel
539,Kalmunai,LK,overcast clouds,82.72,7.42,81.82,VS Villa
540,Ambilobe,MG,clear sky,75.0,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
541,Boshan,CN,overcast clouds,78.01,36.48,117.83,Tianfu Hotel
542,Weligama,LK,overcast clouds,80.31,5.97,80.42,Weligama Bay Resort
543,Buta,CD,moderate rain,79.38,2.79,24.73,HOTEL BISO NA BISO
544,Kholodnyy,RU,few clouds,49.98,62.72,147.95,
545,Anupgarh,IN,light rain,105.39,29.19,73.21,Setia Villa
546,Charters Towers,AU,few clouds,61.47,-20.1,146.27,Cattleman's Rest Motor Inn
547,Goure,NE,few clouds,93.99,13.98,10.27,
548,Rafai,CF,moderate rain,76.82,4.95,23.92,
549,Namibe,AO,clear sky,75.2,-15.2,12.15,Hotel Chik Chik Namibe
550,San Jose,US,few clouds,70.0,37.34,-121.89,The Westin San Jose
551,Sao Gabriel Da Cachoeira,BR,scattered clouds,78.8,-0.13,-67.09,Alarne - Área De Lazer Do Alto Rio Negro
552,Tautira,PF,few clouds,73.4,-17.73,-149.15,Pension Oaoa
553,Umm Lajj,SA,clear sky,86.56,25.02,37.27,Moon light Furnished Units
554,Siyabuswa,ZA,clear sky,59.97,-25.11,29.04,Kings Palace Empire
555,Palestine,PS,few clouds,87.01,31.92,35.2,Grand Park Hotel
556,Little Chute,US,scattered clouds,80.01,44.28,-88.32,Hilton Garden Inn Appleton/Kimberly
557,Lamar,US,clear sky,89.01,33.67,-95.58,Kings Inn Paris TX
558,Tabuk,PH,overcast clouds,76.66,17.42,121.44,Grand Zion Garden Resort Hotel
559,Horasan,TR,moderate rain,67.91,40.05,42.17,Horasan Öğretmenevi
560,Voznesenskoye,RU,clear sky,72.72,54.89,42.76,"Gostinitsa Mup ""Vstrecha"""
561,Omboue,GA,broken clouds,77.7,-1.57,9.26,Hotel Olako
562,Sterlibashevo,RU,broken clouds,79.02,53.44,55.26,Zur Eni
563,Wamba,NG,overcast clouds,80.69,8.93,8.6,Roma Zee Guest House Annex
564,Lesnoy,RU,scattered clouds,74.46,57.62,63.08,
565,Ilorin,NG,light rain,82.74,8.5,4.55,SITY INN
566,Caravelas,BR,scattered clouds,79.39,-17.71,-39.25,Pousada dos Navegantes
567,Artvin,TR,scattered clouds,75.2,41.17,41.83,Koru Otel
568,Sidney,AU,fog,54.0,-33.87,151.21,QT Sydney
569,Ler,SS,overcast clouds,89.24,8.3,30.14,
570,Abancay,PE,clear sky,65.35,-13.63,-72.88,Siball Hotel
571,Ibiuna,BR,clear sky,77.0,-23.66,-47.22,Ibitur Hotel
572,Kudahuvadhoo,MV,scattered clouds,84.31,2.67,72.89,Kudahuvadhoo Retreat
573,Acarau,BR,scattered clouds,85.33,-2.89,-40.12,castelo pizzaria
574,Nacozari,MX,clear sky,88.0,25.34,-108.26,
